image,true_class,pred_class,original_conf,gc_masked_conf,gc_drop_pct,gc_ic_pct,gcpp_masked_conf,gcpp_drop_pct,gcpp_ic_pct,eigen_masked_conf,eigen_drop_pct,eigen_ic_pct,sc_masked_conf,sc_drop_pct,sc_ic_pct
type1_40x_1_cell_18.tif,Normal (Type 1),Normal (Type 1),95.5,100.0,0.0,4.71,100.0,0.0,4.71,100.0,0.0,4.71,100.0,0.0,4.71
type1_40x_1_cell_181.tif,Normal (Type 1),Normal (Type 1),99.81,100.0,0.0,0.19,100.0,0.0,0.19,100.0,0.0,0.19,100.0,0.0,0.19
type1_40x_1_cell_190.tif,Normal (Type 1),Normal (Type 1),80.11,100.0,0.0,24.83,100.0,0.0,24.83,100.0,0.0,24.83,100.0,0.0,24.83
type1_40x_1_cell_20.tif,Normal (Type 1),Normal (Type 1),100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
type1_40x_1_cell_207.tif,Normal (Type 1),Normal (Type 1),100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
type1_40x_1_cell_226.tif,Normal (Type 1),Normal (Type 1),71.61,100.0,0.0,39.64,100.0,0.0,39.64,100.0,0.0,39.64,100.0,0.0,39.64
type1_40x_1_cell_232.tif,Normal (Type 1),Normal (Type 1),74.66,100.0,0.0,33.94,100.0,0.0,33.94,100.0,0.0,33.94,100.0,0.0,33.94
type1_40x_1_cell_234.tif,Normal (Type 1),Normal (Type 1),99.78,100.0,0.0,0.22,100.0,0.0,0.22,100.0,0.0,0.22,100.0,0.0,0.22
type1_40x_1_cell_237.tif,Normal (Type 1),Normal (Type 1),73.63,100.0,0.0,35.82,100.0,0.0,35.82,100.0,0.0,35.82,100.0,0.0,35.82
type1_40x_1_cell_241.tif,Normal (Type 1),Normal (Type 1),99.87,100.0,0.0,0.13,100.0,0.0,0.13,100.0,0.0,0.13,100.0,0.0,0.13
type1_40x_1_cell_243.tif,Normal (Type 1),Normal (Type 1),96.71,100.0,0.0,3.4,100.0,0.0,3.4,100.0,0.0,3.4,100.0,0.0,3.4
type1_40x_1_cell_251.tif,Normal (Type 1),Normal (Type 1),53.99,100.0,0.0,85.21,100.0,0.0,85.21,100.0,0.0,85.21,100.0,0.0,85.21
type1_40x_1_cell_254.tif,Normal (Type 1),Normal (Type 1),87.7,100.0,0.0,14.03,100.0,0.0,14.03,100.0,0.0,14.03,100.0,0.0,14.03
type1_40x_1_cell_265.tif,Normal (Type 1),Normal (Type 1),99.99,100.0,0.0,0.01,100.0,0.0,0.01,100.0,0.0,0.01,100.0,0.0,0.01
type1_40x_1_cell_282.tif,Normal (Type 1),Normal (Type 1),59.14,100.0,0.0,69.09,100.0,0.0,69.09,100.0,0.0,69.09,100.0,0.0,69.09
type1_40x_1_cell_287.tif,Normal (Type 1),Normal (Type 1),100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
type1_40x_1_cell_29.tif,Normal (Type 1),Normal (Type 1),96.9,100.0,0.0,3.2,100.0,0.0,3.2,100.0,0.0,3.2,100.0,0.0,3.2
type1_40x_1_cell_294.tif,Normal (Type 1),Normal (Type 1),86.06,100.0,0.0,16.2,100.0,0.0,16.2,100.0,0.0,16.2,100.0,0.0,16.2
type1_40x_1_cell_298.tif,Normal (Type 1),Normal (Type 1),70.06,100.0,0.0,42.74,100.0,0.0,42.74,100.0,0.0,42.74,100.0,0.0,42.74
type1_40x_1_cell_313.tif,Normal (Type 1),Normal (Type 1),90.68,100.0,0.0,10.28,100.0,0.0,10.28,100.0,0.0,10.28,100.0,0.0,10.28
type1_40x_1_cell_336.tif,Normal (Type 1),Normal (Type 1),98.88,100.0,0.0,1.13,100.0,0.0,1.13,100.0,0.0,1.13,100.0,0.0,1.13
type1_40x_1_cell_338.tif,Normal (Type 1),Normal (Type 1),96.15,100.0,0.0,4.0,100.0,0.0,4.0,100.0,0.0,4.0,100.0,0.0,4.0
type1_40x_1_cell_35.tif,Normal (Type 1),Normal (Type 1),99.99,100.0,0.0,0.01,100.0,0.0,0.01,100.0,0.0,0.01,100.0,0.0,0.01
type1_40x_1_cell_39.tif,Normal (Type 1),Normal (Type 1),86.56,100.0,0.0,15.53,100.0,0.0,15.53,100.0,0.0,15.53,100.0,0.0,15.53
type1_40x_1_cell_44.tif,Normal (Type 1),Normal (Type 1),97.63,100.0,0.0,2.43,100.0,0.0,2.43,100.0,0.0,2.43,100.0,0.0,2.43
type1_40x_1_cell_50.tif,Normal (Type 1),Normal (Type 1),99.97,100.0,0.0,0.03,100.0,0.0,0.03,100.0,0.0,0.03,100.0,0.0,0.03
type1_40x_1_cell_51.tif,Normal (Type 1),Normal (Type 1),94.32,100.0,0.0,6.02,100.0,0.0,6.02,100.0,0.0,6.02,100.0,0.0,6.02
type1_40x_1_cell_63.tif,Normal (Type 1),Normal (Type 1),91.78,100.0,0.0,8.96,100.0,0.0,8.96,100.0,0.0,8.96,100.0,0.0,8.96
type1_40x_1_cell_65.tif,Normal (Type 1),Normal (Type 1),98.85,100.0,0.0,1.16,100.0,0.0,1.16,100.0,0.0,1.16,100.0,0.0,1.16
type1_40x_1_cell_69.tif,Normal (Type 1),Normal (Type 1),99.87,100.0,0.0,0.13,100.0,0.0,0.13,100.0,0.0,0.13,100.0,0.0,0.13
type1_40x_1_cell_73.tif,Normal (Type 1),Normal (Type 1),99.75,100.0,0.0,0.25,100.0,0.0,0.25,100.0,0.0,0.25,100.0,0.0,0.25
type1_40x_1_cell_78.tif,Normal (Type 1),Normal (Type 1),93.03,100.0,0.0,7.49,100.0,0.0,7.49,100.0,0.0,7.49,100.0,0.0,7.49
type1_40x_1_cell_85.tif,Normal (Type 1),Cancer (Type 4),91.86,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type1_40x_1_cell_91.tif,Normal (Type 1),Normal (Type 1),70.37,100.0,0.0,42.11,100.0,0.0,42.11,100.0,0.0,42.11,100.0,0.0,42.11
type1_40x_1_cell_93.tif,Normal (Type 1),Normal (Type 1),99.84,100.0,0.0,0.16,100.0,0.0,0.16,100.0,0.0,0.16,100.0,0.0,0.16
type1_40x_1_cell_95.tif,Normal (Type 1),Normal (Type 1),77.51,100.0,0.0,29.02,100.0,0.0,29.02,100.0,0.0,29.02,100.0,0.0,29.02
type1_40x_2_cell_122.tif,Normal (Type 1),Normal (Type 1),99.99,100.0,0.0,0.01,100.0,0.0,0.01,100.0,0.0,0.01,100.0,0.0,0.01
type1_40x_2_cell_128.tif,Normal (Type 1),Normal (Type 1),55.96,100.0,0.0,78.7,100.0,0.0,78.7,100.0,0.0,78.7,100.0,0.0,78.7
type1_40x_2_cell_137.tif,Normal (Type 1),Normal (Type 1),98.35,100.0,0.0,1.68,100.0,0.0,1.68,100.0,0.0,1.68,100.0,0.0,1.68
type1_40x_2_cell_145.tif,Normal (Type 1),Normal (Type 1),99.98,100.0,0.0,0.02,100.0,0.0,0.02,100.0,0.0,0.02,100.0,0.0,0.02
type1_40x_2_cell_16.tif,Normal (Type 1),Normal (Type 1),99.92,100.0,0.0,0.08,100.0,0.0,0.08,100.0,0.0,0.08,100.0,0.0,0.08
type1_40x_2_cell_176.tif,Normal (Type 1),Normal (Type 1),90.38,100.0,0.0,10.64,100.0,0.0,10.64,100.0,0.0,10.64,100.0,0.0,10.64
type1_40x_2_cell_180.tif,Normal (Type 1),Normal (Type 1),100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
type1_40x_2_cell_182.tif,Normal (Type 1),Normal (Type 1),100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
type1_40x_2_cell_209.tif,Normal (Type 1),Normal (Type 1),100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
type1_40x_2_cell_219.tif,Normal (Type 1),Normal (Type 1),100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
type1_40x_2_cell_228.tif,Normal (Type 1),Normal (Type 1),100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
type1_40x_2_cell_232.tif,Normal (Type 1),Normal (Type 1),100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
type1_40x_2_cell_246.tif,Normal (Type 1),Normal (Type 1),98.04,100.0,0.0,1.99,100.0,0.0,1.99,100.0,0.0,1.99,100.0,0.0,1.99
type1_40x_2_cell_27.tif,Normal (Type 1),Normal (Type 1),99.91,100.0,0.0,0.09,100.0,0.0,0.09,100.0,0.0,0.09,100.0,0.0,0.09
type1_40x_2_cell_270.tif,Normal (Type 1),Normal (Type 1),98.79,100.0,0.0,1.22,100.0,0.0,1.22,100.0,0.0,1.22,100.0,0.0,1.22
type1_40x_2_cell_279.tif,Normal (Type 1),Normal (Type 1),71.52,100.0,0.0,39.81,100.0,0.0,39.81,100.0,0.0,39.81,100.0,0.0,39.81
type1_40x_2_cell_284.tif,Normal (Type 1),Normal (Type 1),99.99,100.0,0.0,0.01,100.0,0.0,0.01,100.0,0.0,0.01,100.0,0.0,0.01
type1_40x_2_cell_288.tif,Normal (Type 1),Normal (Type 1),100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
type1_40x_2_cell_302.tif,Normal (Type 1),Normal (Type 1),100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
type1_40x_2_cell_304.tif,Normal (Type 1),Normal (Type 1),100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
type1_40x_2_cell_325.tif,Normal (Type 1),Normal (Type 1),99.99,100.0,0.0,0.01,100.0,0.0,0.01,100.0,0.0,0.01,100.0,0.0,0.01
type1_40x_2_cell_334.tif,Normal (Type 1),Normal (Type 1),100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
type1_40x_2_cell_348.tif,Normal (Type 1),Normal (Type 1),100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
type1_40x_2_cell_351.tif,Normal (Type 1),Normal (Type 1),100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
type1_40x_2_cell_360.tif,Normal (Type 1),Normal (Type 1),100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
type1_40x_2_cell_37.tif,Normal (Type 1),Normal (Type 1),100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
type1_40x_2_cell_376.tif,Normal (Type 1),Normal (Type 1),100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
type1_40x_2_cell_378.tif,Normal (Type 1),Normal (Type 1),70.61,100.0,0.0,41.63,100.0,0.0,41.63,100.0,0.0,41.63,100.0,0.0,41.63
type1_40x_2_cell_394.tif,Normal (Type 1),Normal (Type 1),100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
type1_40x_2_cell_402.tif,Normal (Type 1),Normal (Type 1),100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
type1_40x_2_cell_41.tif,Normal (Type 1),Normal (Type 1),99.9,100.0,0.0,0.1,100.0,0.0,0.1,100.0,0.0,0.1,100.0,0.0,0.1
type1_40x_2_cell_48.tif,Normal (Type 1),Normal (Type 1),98.36,100.0,0.0,1.67,100.0,0.0,1.67,100.0,0.0,1.67,100.0,0.0,1.67
type1_40x_2_cell_51.tif,Normal (Type 1),Normal (Type 1),100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
type1_40x_2_cell_54.tif,Normal (Type 1),Normal (Type 1),100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
type1_40x_2_cell_62.tif,Normal (Type 1),Normal (Type 1),100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
type1_40x_2_cell_67.tif,Normal (Type 1),Normal (Type 1),74.78,100.0,0.0,33.73,100.0,0.0,33.73,100.0,0.0,33.73,100.0,0.0,33.73
type1_40x_2_cell_71.tif,Normal (Type 1),Normal (Type 1),99.93,100.0,0.0,0.07,100.0,0.0,0.07,100.0,0.0,0.07,100.0,0.0,0.07
type1_40x_2_cell_87.tif,Normal (Type 1),Normal (Type 1),73.98,100.0,0.0,35.17,100.0,0.0,35.17,100.0,0.0,35.17,100.0,0.0,35.17
type1_40x_2_cell_90.tif,Normal (Type 1),Normal (Type 1),100.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0
type4_40x_1_cell_108.tif,Cancer (Type 4),Cancer (Type 4),64.9,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_1_cell_136.tif,Cancer (Type 4),Cancer (Type 4),100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_1_cell_14.tif,Cancer (Type 4),Cancer (Type 4),100.0,11.78,88.22,0.0,17.68,82.32,0.0,0.07,99.93,0.0,17.85,82.15,0.0
type4_40x_1_cell_142.tif,Cancer (Type 4),Cancer (Type 4),55.67,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_1_cell_144.tif,Cancer (Type 4),Cancer (Type 4),99.99,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_1_cell_167.tif,Cancer (Type 4),Cancer (Type 4),100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_1_cell_17.tif,Cancer (Type 4),Cancer (Type 4),99.95,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_1_cell_184.tif,Cancer (Type 4),Normal (Type 1),70.61,100.0,0.0,41.63,100.0,0.0,41.63,100.0,0.0,41.63,100.0,0.0,41.63
type4_40x_1_cell_2.tif,Cancer (Type 4),Cancer (Type 4),100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_1_cell_203.tif,Cancer (Type 4),Cancer (Type 4),50.36,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_1_cell_205.tif,Cancer (Type 4),Cancer (Type 4),98.09,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_1_cell_211.tif,Cancer (Type 4),Cancer (Type 4),99.22,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_1_cell_214.tif,Cancer (Type 4),Cancer (Type 4),90.6,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_1_cell_233.tif,Cancer (Type 4),Cancer (Type 4),99.87,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_1_cell_239.tif,Cancer (Type 4),Cancer (Type 4),99.5,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_1_cell_24.tif,Cancer (Type 4),Cancer (Type 4),99.87,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_1_cell_247.tif,Cancer (Type 4),Cancer (Type 4),100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_1_cell_254.tif,Cancer (Type 4),Cancer (Type 4),100.0,0.8,99.2,0.0,0.74,99.26,0.0,0.0,100.0,0.0,24.21,75.79,0.0
type4_40x_1_cell_256.tif,Cancer (Type 4),Cancer (Type 4),99.61,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_1_cell_270.tif,Cancer (Type 4),Cancer (Type 4),100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,17.97,82.03,0.0
type4_40x_1_cell_286.tif,Cancer (Type 4),Cancer (Type 4),99.65,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_1_cell_303.tif,Cancer (Type 4),Cancer (Type 4),100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,13.25,86.75,0.0
type4_40x_1_cell_306.tif,Cancer (Type 4),Cancer (Type 4),100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,28.08,71.92,0.0
type4_40x_1_cell_311.tif,Cancer (Type 4),Cancer (Type 4),65.87,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_1_cell_35.tif,Cancer (Type 4),Cancer (Type 4),100.0,29.74,70.26,0.0,29.39,70.61,0.0,23.57,76.43,0.0,29.39,70.61,0.0
type4_40x_1_cell_42.tif,Cancer (Type 4),Cancer (Type 4),99.78,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_1_cell_45.tif,Cancer (Type 4),Cancer (Type 4),100.0,0.09,99.91,0.0,0.11,99.89,0.0,0.0,100.0,0.0,8.3,91.7,0.0
type4_40x_1_cell_47.tif,Cancer (Type 4),Cancer (Type 4),61.8,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_1_cell_61.tif,Cancer (Type 4),Cancer (Type 4),99.48,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_1_cell_92.tif,Cancer (Type 4),Cancer (Type 4),100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.02,99.98,0.0
type4_40x_2_cell_106.tif,Cancer (Type 4),Cancer (Type 4),99.69,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_121.tif,Cancer (Type 4),Cancer (Type 4),99.88,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_124.tif,Cancer (Type 4),Normal (Type 1),70.21,100.0,0.0,42.43,100.0,0.0,42.43,100.0,0.0,42.43,100.0,0.0,42.43
type4_40x_2_cell_125.tif,Cancer (Type 4),Cancer (Type 4),100.0,0.01,99.99,0.0,0.01,99.99,0.0,0.0,100.0,0.0,11.51,88.49,0.0
type4_40x_2_cell_130.tif,Cancer (Type 4),Cancer (Type 4),80.43,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_134.tif,Cancer (Type 4),Cancer (Type 4),51.38,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_135.tif,Cancer (Type 4),Cancer (Type 4),91.52,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_136.tif,Cancer (Type 4),Cancer (Type 4),100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_139.tif,Cancer (Type 4),Cancer (Type 4),64.26,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_149.tif,Cancer (Type 4),Cancer (Type 4),100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.03,99.97,0.0
type4_40x_2_cell_151.tif,Cancer (Type 4),Cancer (Type 4),100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.08,99.92,0.0
type4_40x_2_cell_159.tif,Cancer (Type 4),Cancer (Type 4),100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_190.tif,Cancer (Type 4),Cancer (Type 4),87.49,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_193.tif,Cancer (Type 4),Cancer (Type 4),82.29,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_220.tif,Cancer (Type 4),Cancer (Type 4),64.59,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_221.tif,Cancer (Type 4),Cancer (Type 4),70.1,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_222.tif,Cancer (Type 4),Cancer (Type 4),99.94,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_224.tif,Cancer (Type 4),Cancer (Type 4),100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_225.tif,Cancer (Type 4),Cancer (Type 4),99.63,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_227.tif,Cancer (Type 4),Cancer (Type 4),99.98,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_236.tif,Cancer (Type 4),Cancer (Type 4),100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_239.tif,Cancer (Type 4),Cancer (Type 4),100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_259.tif,Cancer (Type 4),Cancer (Type 4),100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_262.tif,Cancer (Type 4),Cancer (Type 4),100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_298.tif,Cancer (Type 4),Cancer (Type 4),99.99,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_299.tif,Cancer (Type 4),Cancer (Type 4),100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_311.tif,Cancer (Type 4),Cancer (Type 4),98.5,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_332.tif,Cancer (Type 4),Cancer (Type 4),100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_337.tif,Cancer (Type 4),Cancer (Type 4),98.94,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_345.tif,Cancer (Type 4),Cancer (Type 4),100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,2.37,97.63,0.0
type4_40x_2_cell_361.tif,Cancer (Type 4),Normal (Type 1),70.61,100.0,0.0,41.63,100.0,0.0,41.63,100.0,0.0,41.63,100.0,0.0,41.63
type4_40x_2_cell_366.tif,Cancer (Type 4),Normal (Type 1),79.25,100.0,0.0,26.18,100.0,0.0,26.18,100.0,0.0,26.18,100.0,0.0,26.18
type4_40x_2_cell_370.tif,Cancer (Type 4),Cancer (Type 4),83.9,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_376.tif,Cancer (Type 4),Cancer (Type 4),99.17,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_389.tif,Cancer (Type 4),Cancer (Type 4),100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_409.tif,Cancer (Type 4),Cancer (Type 4),100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,29.39,70.61,0.0
type4_40x_2_cell_41.tif,Cancer (Type 4),Cancer (Type 4),100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_410.tif,Cancer (Type 4),Cancer (Type 4),100.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_431.tif,Cancer (Type 4),Cancer (Type 4),99.97,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
type4_40x_2_cell_434.tif,Cancer (Type 4),Cancer (Type 4),99.99,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,100.0,0.0
